City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Weather
464,Koungou,-12.7336,45.2042,80.31,78,0,3.44,YT,clear sky
465,Labuhan,-6.8844,112.2051,78.39,86,100,7.9,ID,overcast clouds
466,Mayumba,-3.432,10.6554,77.76,87,98,2.35,GA,overcast clouds
467,Verkhoyansk,67.5447,133.385,-35.52,100,97,1.28,RU,overcast clouds
468,Xuanhua,40.6103,115.0447,16.9,50,39,13.29,CN,scattered clouds
469,Cairns,-16.9167,145.7667,78.06,97,75,0.0,AU,broken clouds
470,Prieska,-29.6641,22.7474,73.06,56,98,13.35,ZA,overcast clouds
471,Rio Gallegos,-51.6226,-69.2181,57.25,30,40,33.38,AR,scattered clouds
472,Lavrentiya,65.5833,-171.0,-5.94,90,3,4.76,RU,clear sky
473,Cotacachi,0.3,-78.2667,63.95,88,100,5.03,EC,light rain
474,Baherden,38.4362,57.4316,43.02,52,2,7.09,TM,clear sky
475,Broome,42.2506,-75.833,23.02,60,100,1.99,US,overcast clouds
476,Khuzdar,27.7384,66.6434,55.31,38,0,4.81,PK,clear sky
477,Sazonovo,59.0919,35.2268,21.33,94,100,8.81,RU,light snow
478,Cabedelo,-6.9811,-34.8339,83.07,72,17,12.33,BR,few clouds
479,Puri,19.8,85.85,59.52,60,0,4.32,IN,clear sky
480,Ruteng,-8.6136,120.4721,62.8,94,100,2.48,ID,overcast clouds
481,Bramsche,52.4,7.9833,38.79,71,93,6.96,DE,overcast clouds
482,Muzhi,65.3667,64.6667,-13.47,100,98,2.37,RU,overcast clouds
483,Kuala Kedah,6.1,100.3,80.58,100,20,1.14,MY,few clouds
484,Tak Bai,6.2595,102.0546,73.38,90,77,5.55,TH,broken clouds
485,Naron,43.5167,-8.1528,49.01,79,0,5.21,ES,clear sky
486,Anloga,5.7947,0.8973,80.29,69,100,8.03,GH,overcast clouds
487,Mezen,65.8522,44.24,9.93,96,100,6.38,RU,overcast clouds
488,Grenfell,-33.9,148.1667,71.02,74,0,3.87,AU,clear sky
489,Champerico,14.3,-91.9167,91.94,64,3,10.69,GT,clear sky
490,Kita,13.0349,-9.4895,81.09,12,62,5.48,ML,broken clouds
491,Sohag,26.557,31.6948,51.49,45,22,6.98,EG,few clouds
492,Minsk Mazowiecki,52.1794,21.5725,37.42,88,100,24.63,PL,snow
493,Belokurikha,51.9959,84.9896,9.55,83,79,5.59,RU,broken clouds
494,Pauini,-7.7136,-66.9764,82.33,81,60,2.62,BR,broken clouds
495,Barabai,-2.5833,115.3833,73.98,91,99,1.16,ID,overcast clouds
496,Yilan,24.757,121.753,57.9,85,100,2.98,TW,overcast clouds
497,Alexandria,31.2156,29.9553,52.79,56,58,11.65,EG,broken clouds
498,Ferrol,43.4832,-8.2369,50.25,79,0,3.83,ES,clear sky
499,Opelousas,30.5335,-92.0815,66.88,34,0,10.36,US,clear sky
500,Tura,25.5198,90.2201,52.2,59,3,3.36,IN,clear sky
501,Hovd,48.0056,91.6419,-13.74,82,24,1.88,MN,few clouds
502,Antalaha,-14.9003,50.2788,75.65,87,14,7.96,MG,few clouds
503,Ca Mau,9.1769,105.15,73.74,91,19,4.79,VN,few clouds
504,Bom Jesus Do Galho,-19.8289,-42.3161,70.39,85,49,0.94,BR,moderate rain
505,Axim,4.8699,-2.2405,79.39,85,98,6.31,GH,overcast clouds
506,Monrovia,6.3005,-10.7969,78.57,84,16,7.63,LR,few clouds
507,Jijiga,9.35,42.8,58.28,33,62,8.46,ET,broken clouds
508,College,64.8569,-147.8028,-9.09,74,40,0.0,US,scattered clouds
509,Voh,-20.9667,164.7,80.33,77,100,3.15,NC,overcast clouds
510,Stornoway,58.2093,-6.3865,41.04,87,75,8.01,GB,broken clouds
511,Bafoulabe,13.8065,-10.8321,86.85,10,7,6.33,ML,clear sky
512,Byron Bay,-28.65,153.6167,78.06,89,88,8.23,AU,overcast clouds
513,San Mateo Del Mar,16.2,-95.0,78.55,57,2,32.79,MX,clear sky
514,Roma,43.2128,-75.4557,22.82,42,20,6.91,US,few clouds
515,Asfi,32.2994,-9.2372,62.73,52,19,8.99,MA,few clouds
516,Umm Lajj,25.0213,37.2685,65.14,59,89,8.97,SA,overcast clouds
517,Soe,-9.8607,124.284,67.06,86,70,8.01,ID,broken clouds
518,San Jeronimo,-11.9472,-75.2829,50.58,85,100,2.08,PE,overcast clouds
519,Loandjili,-4.7561,11.8578,78.75,86,100,5.3,CG,overcast clouds
520,Zapolyarnyy,69.4154,30.8136,15.08,98,67,6.33,RU,light snow
521,Vostok,46.4856,135.8833,-22.16,99,68,3.42,RU,broken clouds
522,North Bend,43.4065,-124.2243,56.25,87,75,14.97,US,broken clouds
523,Halifax,44.6453,-63.5724,24.22,73,93,5.01,CA,overcast clouds
524,Santa Maria,-29.6842,-53.8069,83.71,47,42,8.86,BR,scattered clouds
525,Usakos,-22.0,15.6,68.81,67,100,9.13,NA,overcast clouds
526,La Orilla,17.9833,-102.2333,83.79,50,0,9.86,MX,clear sky
527,Banjar,-8.19,114.9675,76.91,91,100,3.02,ID,overcast clouds
528,Hervey Bay,-25.2986,152.8535,78.04,84,21,9.53,AU,few clouds
529,Teberda,43.4456,41.7448,19.18,88,47,11.34,RU,light snow
530,Lahat,-3.8,103.5333,72.09,98,100,2.59,ID,moderate rain
531,Whitehorse,60.7161,-135.0538,8.1,69,75,8.99,CA,light snow
532,Kemijarvi,66.7131,27.4306,-1.44,99,100,2.59,FI,overcast clouds
533,Conchas,-23.0153,-48.0106,66.11,98,100,6.53,BR,overcast clouds
534,Raymond,43.9015,-70.4703,20.19,61,38,4.38,US,scattered clouds
535,Ostrovnoy,68.0531,39.5131,12.61,93,99,8.19,RU,overcast clouds
536,Rottingdean,50.8098,-0.0594,46.18,86,100,13.0,GB,overcast clouds
537,Goshen,41.5823,-85.8344,31.3,61,0,5.75,US,clear sky
538,Puerto Ayacucho,5.6639,-67.6236,94.98,23,89,11.72,VE,overcast clouds
539,Chadiza,-14.0678,32.4392,63.1,97,8,1.28,ZM,clear sky
540,Kathu,7.9178,98.3332,85.69,82,35,8.81,TH,scattered clouds
541,Hualmay,-11.0964,-77.6139,73.08,77,100,9.71,PE,overcast clouds
542,Vitim,59.4511,112.5578,-6.34,98,100,3.89,RU,overcast clouds
543,Rio Tercero,-32.173,-64.1141,89.46,37,0,9.37,AR,clear sky
544,Brae,60.3964,-1.353,39.11,96,100,14.97,GB,overcast clouds
545,Celestun,20.8667,-90.4,72.09,50,1,12.03,MX,clear sky
546,Yablonovo,50.8523,37.3574,30.06,95,100,13.4,RU,snow
547,Zeya,53.75,127.2667,-6.3,90,53,4.0,RU,broken clouds
548,Vajszlo,45.8596,17.9841,42.12,60,0,4.09,HU,clear sky
549,Rundu,-17.9333,19.7667,66.45,95,100,9.06,NA,light rain
550,Kedrovyy,56.1667,91.8167,-14.13,96,29,3.42,RU,scattered clouds
551,Mahebourg,-20.4081,57.7,79.09,94,75,12.66,MU,broken clouds
552,Aviles,43.5547,-5.9248,47.37,85,40,1.01,ES,scattered clouds
553,Srandakan,-7.9386,110.2506,62.73,89,100,4.94,ID,overcast clouds
554,Tsuruoka,38.7217,139.8217,29.61,75,100,22.64,JP,light snow
555,Marrakesh,31.6315,-8.0083,71.67,28,40,17.27,MA,scattered clouds
556,Terra Santa,-2.1042,-56.4869,82.35,72,100,2.91,BR,overcast clouds
557,Te Anau,-45.4167,167.7167,63.75,76,21,0.04,NZ,few clouds
558,San Vicente,-26.6167,-54.1333,82.2,43,41,5.23,AR,scattered clouds
559,Inverness,57.4791,-4.224,44.58,83,75,11.99,GB,broken clouds
560,Berlevag,70.8578,29.0864,30.2,93,100,14.97,NO,snow
561,Megion,61.0296,76.1136,5.02,95,100,9.35,RU,overcast clouds
562,Rio Branco Do Sul,-25.19,-49.3142,66.7,97,89,3.67,BR,overcast clouds
563,Kloulklubed,7.0419,134.2556,75.7,71,96,12.8,PW,overcast clouds
564,Vagur,61.4732,-6.8119,36.82,95,100,43.4,FO,overcast clouds
565,Honningsvag,70.9821,25.9704,31.75,69,0,20.71,NO,clear sky
566,Belmonte,-15.8631,-38.8828,81.1,79,9,11.59,BR,clear sky
567,Poum,-20.2333,164.0167,80.02,76,97,8.61,NC,overcast clouds
568,Encantado,-29.2361,-51.8697,85.05,38,80,1.95,BR,broken clouds
569,Ekibastuz,51.6667,75.3667,11.12,87,44,12.97,KZ,scattered clouds
570,Acarau,-2.8856,-40.12,77.31,84,100,9.31,BR,overcast clouds
571,Dire Dawa,9.5931,41.8661,64.44,50,34,2.48,ET,scattered clouds
572,Crixas,-14.5489,-49.9692,73.53,92,100,3.47,BR,light rain
573,Sanawad,22.1833,76.0667,63.07,28,3,2.28,IN,clear sky
574,Pandan,14.0453,124.1694,76.86,89,31,11.52,PH,light rain
575,Svetlogorsk,52.6333,29.7333,31.24,98,100,10.85,BY,snow
576,Zhezkazgan,47.8043,67.7144,16.3,96,100,4.61,KZ,light snow
577,Dezful,32.3811,48.4058,51.26,38,47,3.44,IR,scattered clouds
578,Druzhba,52.0428,33.9453,32.13,92,100,13.49,UA,overcast clouds
579,Harper,4.375,-7.7169,80.17,85,61,9.22,LR,broken clouds
580,Aykhal,66.0,111.5,-21.73,100,89,3.65,RU,overcast clouds
581,Kibala,9.1104,18.3463,76.95,27,0,9.22,TD,clear sky
582,Kerchevskiy,59.946,56.2884,0.37,99,94,2.42,RU,overcast clouds
583,Porto Novo,6.4965,2.6036,82.22,66,67,2.66,BJ,broken clouds
584,High Prairie,55.4334,-116.4858,28.58,88,28,2.66,CA,scattered clouds
585,Paka,4.6374,103.4368,73.33,94,62,2.3,MY,broken clouds
586,Sulina,45.1559,29.6536,35.65,75,5,11.72,RO,clear sky
587,Linxia,35.6003,103.2064,7.14,87,39,3.71,CN,scattered clouds
588,Ukiah,39.1502,-123.2078,66.43,42,0,0.0,US,clear sky
589,Domodossola,46.1165,8.2931,54.45,33,0,8.81,IT,clear sky
590,Mapiri,-15.25,-68.1667,77.25,76,73,2.73,BO,broken clouds
591,Yerbogachen,61.2767,108.0108,-17.88,100,91,3.13,RU,overcast clouds
592,Bealanana,-14.55,48.7333,63.43,97,88,2.37,MG,overcast clouds
593,Nanakuli,21.3906,-158.1547,78.75,58,20,13.8,US,few clouds
594,Bradford,53.7939,-1.7521,46.62,81,100,24.11,GB,light rain
595,Empalme,27.9667,-110.8167,79.36,53,75,13.8,MX,broken clouds
596,Pijijiapan,15.7011,-93.23,93.04,31,3,5.82,MX,clear sky
597,Tete,-16.1564,33.5867,77.09,78,40,4.61,MZ,scattered clouds
598,Mpika,-11.8343,31.4529,60.4,97,100,3.29,ZM,overcast clouds
599,Kamen-Rybolov,44.7481,132.0403,-3.78,93,20,2.89,RU,few clouds
600,Margate,51.3813,1.3862,44.31,78,100,5.01,GB,overcast clouds
601,Elko,41.0002,-115.5012,41.02,25,6,2.21,US,clear sky
602,Narsaq,60.9167,-46.05,23.22,67,100,12.91,GL,light snow
603,Usinsk,65.9939,57.5281,7.61,96,100,8.99,RU,overcast clouds
604,Longyan,25.1072,117.0225,37.76,93,41,3.96,CN,scattered clouds
605,Sompeta,18.9333,84.6,65.57,70,0,4.12,IN,clear sky
606,Puerto Quijarro,-17.7833,-57.7667,78.6,93,94,3.27,BO,overcast clouds
607,Angoche,-16.2325,39.9086,77.72,82,2,2.91,MZ,clear sky
608,Zhanakorgan,43.9098,67.2495,24.91,71,61,7.78,KZ,broken clouds
609,Aleksandrovskiy Zavod,50.9237,117.9374,-18.45,97,47,3.36,RU,scattered clouds
610,Solnechnyy,50.7214,136.6319,-11.15,98,87,3.15,RU,overcast clouds
611,Ust-Nera,64.5667,143.2,-12.41,100,100,1.66,RU,overcast clouds
612,Najran,17.4924,44.1277,61.45,29,19,2.1,SA,few clouds
613,Ararat,39.8317,44.7049,28.74,73,31,1.57,AM,scattered clouds
614,Omsukchan,62.5333,155.8,-15.81,100,100,5.53,RU,overcast clouds
615,Khudumelapye,-23.8833,24.75,69.21,80,100,12.86,BW,light rain
616,Dzaoudzi,-12.7887,45.2699,80.49,78,0,3.44,YT,clear sky
617,Wuda,39.4994,106.7117,11.23,40,0,3.67,CN,clear sky
618,Conde,-7.2597,-34.9075,81.86,78,20,10.36,BR,few clouds
619,Mae Hong Son,19.3003,97.9685,53.64,67,1,1.28,TH,clear sky
620,Pervomayskiy,53.2485,40.2871,22.14,95,100,13.82,RU,snow
621,Miri,4.4148,114.0089,75.34,100,40,5.75,MY,scattered clouds
622,Gunnedah,-30.9833,150.25,74.82,71,2,4.76,AU,clear sky
623,Olavarria,-36.8927,-60.3225,80.8,53,47,9.19,AR,scattered clouds
624,Kozhevnikovo,56.2589,83.9714,3.13,93,29,5.3,RU,scattered clouds
625,Marsaxlokk,35.8419,14.5431,57.07,82,40,18.41,MT,scattered clouds
626,Tocopilla,-22.092,-70.1979,69.66,65,1,5.64,CL,clear sky
627,Dhidhdhoo,6.8833,73.1,81.39,74,34,9.1,MV,scattered clouds
628,Igarka,67.4667,86.5833,-5.35,97,98,10.69,RU,overcast clouds
629,Mayo,38.8876,-76.5119,32.36,46,75,7.0,US,broken clouds
630,Ostersund,63.1792,14.6357,23.61,79,0,14.97,SE,clear sky
631,Dayong,25.0209,118.2898,51.89,81,0,3.53,CN,clear sky
632,Bingol,38.8847,40.4939,22.73,97,100,1.25,TR,light snow
633,Bosaso,11.2842,49.1816,73.98,71,93,3.15,SO,overcast clouds
634,Novikovo,51.1537,37.8879,29.46,93,100,13.04,RU,light snow
635,Viransehir,37.2353,39.7631,38.7,81,99,4.25,TR,overcast clouds
636,Jalu,29.0331,21.5482,54.79,58,64,15.88,LY,broken clouds
637,Jasper,37.2001,-94.3502,54.05,30,40,1.99,US,scattered clouds
638,Mushie,-3.0167,16.9,78.04,71,99,4.14,CD,overcast clouds
639,Urumqi,43.801,87.6005,-4.85,84,75,0.0,CN,mist
640,Vila,42.0304,-8.1588,41.94,49,0,2.62,PT,clear sky
641,Saint-Gaudens,43.0833,0.6667,43.14,88,1,3.29,FR,clear sky
642,Singkang,2.1006,102.7994,76.89,96,96,3.2,MY,overcast clouds
643,Fairlie,55.756,-4.8556,44.51,82,95,15.99,GB,overcast clouds
644,Padang,-0.9492,100.3543,75.25,89,100,3.85,ID,overcast clouds
645,Yenangyaung,20.4667,94.8833,57.87,59,0,2.19,MM,clear sky
646,Arrecife,28.963,-13.5477,66.18,39,0,8.05,ES,haze
647,Challans,46.8436,-1.8749,46.6,91,17,6.51,FR,few clouds
648,Millau,44.0833,2.9167,39.33,96,6,4.25,FR,clear sky
649,Marang,5.2056,103.2059,73.31,85,85,1.16,MY,overcast clouds
650,Boende,-0.2167,20.8667,82.76,26,100,1.12,CD,overcast clouds
651,Sao Lourenco Do Oeste,-26.3592,-52.8511,78.71,72,20,5.77,BR,few clouds
652,Costa Rica,-23.4167,-54.65,83.25,58,75,5.01,BR,broken clouds
653,Lakselv,70.0513,24.9718,6.62,92,0,2.3,NO,clear sky
654,Oum Hadjer,13.2954,19.6966,68.47,14,1,13.73,TD,clear sky
655,Palmer,42.1584,-72.3287,23.61,36,20,3.0,US,few clouds
656,Toamasina,-18.1667,49.3833,73.4,94,75,0.0,MG,broken clouds
657,Akyab,20.15,92.9,59.38,63,0,9.91,MM,clear sky
658,Atbasar,51.8,68.3333,13.78,94,99,13.35,KZ,overcast clouds
659,Moramanga,-18.9333,48.2,65.44,92,100,2.93,MG,overcast clouds
660,Grobina,56.5352,21.1678,33.58,80,20,13.8,LV,few clouds
661,Ancud,-41.8697,-73.8203,63.43,56,27,12.57,CL,scattered clouds
662,Soyo,-6.1349,12.3689,79.2,86,100,5.44,AO,light rain
663,Papara,-3.9839,-38.7273,81.68,80,100,3.02,BR,overcast clouds
664,Oudtshoorn,-33.5907,22.2014,66.56,77,85,3.22,ZA,overcast clouds
665,Namatanai,-3.6667,152.4333,79.79,80,100,3.44,PG,overcast clouds
666,Hay River,60.8156,-115.7999,-7.62,77,100,8.05,CA,light snow
667,Kilemary,56.7783,46.8659,15.53,98,98,4.21,RU,overcast clouds
668,Nemuro,43.3236,145.575,15.75,68,45,11.92,JP,scattered clouds
669,Seymchan,62.8833,152.4333,-22.02,96,87,4.09,RU,overcast clouds
670,Sakakah,29.9697,40.2064,53.17,43,100,13.2,SA,overcast clouds
671,Vila Velha,-20.3297,-40.2925,80.55,85,0,1.01,BR,clear sky
672,Rafai,4.95,23.9167,71.49,29,86,2.48,CF,overcast clouds
673,Sibolga,1.7427,98.7792,75.78,91,98,2.95,ID,overcast clouds
674,Camacha,33.0833,-16.3333,61.56,88,40,17.27,PT,scattered clouds
675,Carauari,-4.8828,-66.8958,83.62,71,96,3.74,BR,overcast clouds
676,Paso De Ovejas,19.2833,-96.4333,74.82,61,64,9.86,MX,broken clouds
677,Manado,1.487,124.8455,74.17,94,40,1.14,ID,scattered clouds
678,Castelnau-Le-Lez,43.6333,3.9,48.76,65,0,6.91,FR,clear sky
679,Alihe,50.5667,123.7167,-8.7,98,18,3.22,CN,few clouds
680,Nagato,34.3833,131.2,40.91,53,96,12.01,JP,overcast clouds
681,Langarud,37.197,50.1535,41.05,66,0,4.43,IR,clear sky
682,Xianyang,34.3378,108.7026,27.64,63,0,6.71,CN,clear sky
683,Evensk,61.95,159.2333,20.21,73,100,26.71,RU,overcast clouds
684,Maharajganj,27.1333,83.5667,52.47,77,0,4.16,IN,clear sky
685,Poso,-1.3959,120.7524,76.26,86,100,3.02,ID,overcast clouds
686,Ossora,59.2353,163.0719,31.06,88,100,20.07,RU,light snow
687,Venice,27.0998,-82.4543,61.05,39,0,14.97,US,clear sky
688,Russell,32.3502,-85.1999,63.68,31,0,13.8,US,clear sky
689,Makakilo City,21.3469,-158.0858,77.61,56,20,13.8,US,few clouds
690,Kargasok,59.0556,80.8572,7.88,94,100,8.75,RU,overcast clouds
691,Zaysan,47.4667,84.8667,3.27,89,100,2.55,KZ,overcast clouds
692,Tchamba,9.0333,1.4167,80.83,13,45,5.39,TG,scattered clouds
693,Oneonta,42.4529,-75.0638,20.3,52,100,6.53,US,overcast clouds
694,Riom,45.9167,2.9167,34.45,95,14,1.92,FR,few clouds
695,Seddon,-37.8068,144.8916,72.86,86,100,3.44,AU,overcast clouds
696,Luba,3.4568,8.5547,81.03,78,100,7.99,GQ,overcast clouds
697,Tarbes,43.25,0.1667,37.26,93,100,2.3,FR,fog
698,Tabas,33.5959,56.9244,45.45,28,0,3.15,IR,clear sky
699,Tamandare,-8.7597,-35.1047,80.08,79,99,9.17,BR,overcast clouds
700,Manakara,-22.1333,48.0167,72.64,81,9,1.07,MG,clear sky
